day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;0;DJEMBES;13450.0;55.0;;;;;13451;55;;;;;13450.5;0.0
-1;100;DJEMBES;13449.0;57.0;;;;;13451;57;;;;;13450.0;0.0
-1;200;DJEMBES;13450.0;20.0;13449.0;31.0;;;13451;51;;;;;13450.0;0.0
-1;300;DJEMBES;13449.0;73.0;;;;;13451;73;;;;;13450.0;0.0
-1;400;DJEMBES;13452.0;78.0;;;;;13453;78;;;;;13452.5;0.0
-1;500;DJEMBES;13453.0;54.0;;;;;13454;54;;;;;13453.5;0.0
-1;600;DJEMBES;13456.0;34.0;13455.0;47.0;;;13457;77;;;;;13456.0;0.0
-1;700;DJEMBES;13454.0;67.0;;;;;13455;67;;;;;13454.5;0.0
-1;800;DJEMBES;13457.0;64.0;;;;;13458;64;;;;;13457.5;0.0
-1;900;DJEMBES;13457.0;63.0;;;;;13458;25;13459.0;31.0;;;13458.0;0.0
-1;1000;DJEMBES;13456.0;62.0;;;;;13457;25;13458.0;37.0;;;13457.0;0.0
-1;1100;DJEMBES;13455.0;21.0;13454.0;50.0;;;13456;71;;;;;13455.0;0.0
-1;1200;DJEMBES;13454.0;77.0;;;;;13456;77;;;;;13455.0;0.0
-1;1300;DJEMBES;13454.0;62.0;;;;;13456;62;;;;;13455.0;0.0
-1;1400;DJEMBES;13458.0;24.0;13457.0;40.0;;;13459;64;;;;;13458.0;0.0
-1;1500;DJEMBES;13457.0;52.0;;;;;13459;52;;;;;13458.0;0.0
-1;1600;DJEMBES;13457.0;68.0;;;;;13459;68;;;;;13458.0;0.0
-1;1700;DJEMBES;13454.0;46.0;;;;;13455;46;;;;;13454.5;0.0
-1;1800;DJEMBES;13453.0;75.0;;;;;13454;75;;;;;13453.5;0.0
-1;1900;DJEMBES;13450.0;63.0;;;;;13451;17;13452.0;46.0;;;13451.0;0.0
-1;2000;DJEMBES;13449.0;68.0;;;;;13451;65;;;;;13450.0;0.0
-1;2100;DJEMBES;13446.0;22.0;13445.0;44.0;;;13447;66;;;;;13446.0;0.0
-1;2200;DJEMBES;13444.0;55.0;;;;;13445;55;;;;;13444.5;0.0
-1;2300;DJEMBES;13444.0;65.0;;;;;13445;25;13446.0;40.0;;;13445.0;0.0
-1;2400;DJEMBES;13445.0;71.0;;;;;13446;71;;;;;13445.5;0.0
-1;2500;DJEMBES;13446.0;52.0;;;;;13447;52;;;;;13446.5;0.0
-1;2600;DJEMBES;13446.0;59.0;;;;;13448;59;;;;;13447.0;0.0
-1;2700;DJEMBES;13446.0;65.0;;;;;13447;65;;;;;13446.5;0.0
-1;2800;DJEMBES;13445.0;78.0;;;;;13446;78;;;;;13445.5;0.0
-1;2900;DJEMBES;13445.0;19.0;13444.0;35.0;;;13446;54;;;;;13445.0;0.0
-1;3000;DJEMBES;13444.0;67.0;;;;;13445;29;13446.0;38.0;;;13445.0;0.0
-1;3100;DJEMBES;13444.0;59.0;;;;;13446;59;;;;;13445.0;0.0
-1;3200;DJEMBES;13445.0;58.0;;;;;13446;25;13447.0;33.0;;;13446.0;0.0
-1;3300;DJEMBES;13446.0;75.0;;;;;13447;27;13448.0;48.0;;;13447.0;0.0
-1;3400;DJEMBES;13446.0;60.0;;;;;13447;26;13448.0;34.0;;;13447.0;0.0
-1;3500;DJEMBES;13447.0;49.0;;;;;13448;49;;;;;13447.5;0.0
-1;3600;DJEMBES;13448.0;68.0;;;;;13450;68;;;;;13449.0;0.0
-1;3700;DJEMBES;13448.0;51.0;;;;;13450;51;;;;;13449.0;0.0
-1;3800;DJEMBES;13448.0;16.0;13447.0;42.0;;;13449;58;;;;;13448.0;0.0
-1;3900;DJEMBES;13447.0;64.0;;;;;13449;64;;;;;13448.0;0.0
-1;4000;DJEMBES;13447.0;59.0;;;;;13448;28;13449.0;31.0;;;13448.0;0.0
-1;4100;DJEMBES;13448.0;48.0;;;;;13450;48;;;;;13449.0;0.0
-1;4200;DJEMBES;13447.0;67.0;;;;;13449;67;;;;;13448.0;0.0
-1;4300;DJEMBES;13446.0;77.0;;;;;13448;77;;;;;13447.0;0.0
-1;4400;DJEMBES;13447.0;49.0;;;;;13448;15;13449.0;34.0;;;13448.0;0.0
-1;4500;DJEMBES;13446.0;59.0;;;;;13448;59;;;;;13447.0;0.0
-1;4600;DJEMBES;13446.0;15.0;13445.0;31.0;;;13447;46;;;;;13446.0;0.0
